codigo,descricao
11923,Fraude / Quebra de ordem cronológica
11924,Pagamento
11925,Vacância
11926,Remoção
11927,Desmembramento
11928,Cumulação
11929,Emolumentos
11930,Fraude
11931,Gratuidade
11932,Princípio da Territorialidade
11933,Provimento Irregular
11934,Registro Civil de Nascimento
11935,Registro de Imóveis
11936,Cessão
11937,Desvio de Função
11938,Provimento de Cargos
11939,Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional
11940,Inclusão do 13º salário (gratificação natalina) no PBC
11941,Art. 26 da Lei 8.870/1994
11942,"Art. 29, § 5º, da Lei 8.213/1991"
11943,"Art. 29, II, da Lei 8.213/1991"
11944,Alteração do teto máximo para o valor do benefício previdenciário do RGPS (EC 20 e 41)
11945,"Revisão do valor do benefício no primeiro reajuste após a concessão (Art. 21, § 3º, da Lei 8.880/1994)"
11946,Deficiente
11947,Idoso
11948,Inspeção
11949,Revisão/Desconstituição de Ato Administrativo
11950,Morosidade no Julgamento do Processo
11951,Investigação Patrimonial
11952,Apuração de Infração Disciplinar
11954,Acidente de Trabalho - Ressarcimento ao Erário
11958,Difusão culposa de doença ou praga
11959,Receptação culposa
11960,Receptação culposa
11961,Incêndio culposo
11962,Incêndio culposo
11963,Explosão culposa
11964,Explosão culposa
11965,Uso culposo de gás tóxico ou asfixiante
11966,Uso culposo de gás tóxico ou asfixiante
11967,Inundação culposa
11968,Inundação culposa
11969,Desabamento ou desmoronamento culposo
11970,Desabamento ou desmoronamento culposo
11971,Difusão culposa de doença ou praga
11972,Desastre ferroviário culposo
11973,Desastre ferroviário culposo
11974,Cláusulas Abusivas
11977,Alienação Parental
11978,Invasão de Dispositivo Informático
11979,Violência Doméstica Contra a Mulher
11980,Usucapião Conjugal
11981,Exploração Sexual
11982,Separação de Corpos
11984,Medidas Protetivas
11985,Extinção das Obrigaões do Falido
11986,Suspensão ou Extinção do Poder Familiar
11987,Aborto
11988,Conversão da união estável em casamento
11989,Nulidade de ato administrativo
11990,Usucapião de bem móvel
11991,Adjudicação de herança
11992,Registro Civil de Pessoas Jurídicas
11993,Internação Compulsória
11994,Internação Voluntária
11995,Internação Involuntária
11996,Encaminhamento aos pais ou responsável
11997,Orientação e acompanhamento temporário
11998,Matrícula e frequência obrigatória em escola oficial de ensino fundamental
11999,Inclusão em programa de auxílio à família
12000,"Requisição de tratamento médico, psicológico ou psiquiátrico, em regime hospitalar ou ambulatorial"
12001,"Inclusão em programa de auzílio, orientação e tratamento a alcoólatras e toxicômanos"
12002,Acolhimento institucional
12003,Inclusão em programa de acolhimento familiar
12004,Colocação em família substituta
12005,Outras medidas de proteção
12006,Evasão Escolar
12007,Exploração Sexual ou Prostituição
12008,Crimes da Lei do Planejamento Familiar
12009,Roubo qualificado
12010,Da Lei do Planejamento Familiar
12011,"Crimes Sobre Produção, Comércio e Transporte Clandestino de Açúcar e Álcool"
12012,"Sobre Produção, Comércio e Transporte Clandestino de Açúcar e Álcool"
12013,Crime Relacionado à Exportação de Bens Sensíveis e Serviços Diretamente Relacionados
12014,Relacionado à Exportação de Bens Sensíveis e Serviços Diretamente Relacionados
12015,Crime da Lei Sobre Permissão de Lavra Garimpeira
12016,da Lei Sobre Permissão de Lavra Garimpeira
12017,Crimes da Lei que Proíbe Práticas Discriminatórias para Efeitos Trabalhistas
12018,Da Lei que Proíbe Práticas Discriminatórias para Efeitos Trabalhistas
12019,Crimes da Lei de Proteção à Propriedade Intelectual de Programa de Computador
12020,Da Lei de Proteção à Propriedade Intelectual de Programa de Computador
12021,Crimes da Lei de Locação de Imóveis Urbanos
12022,Da Lei de Locação de Imóveis Urbanos
12023,Crimes da Lei Geral da Copa
12024,Da Lei Geral da Copa
12025,Crimes do Estatuto do Torcedor
12026,Estatuto do Torcedor
12027,Composição Civil
12030,Internação Compulsória
12031,Desapropriação para Regularização de Comunidade Quilombola / Dec. 4887/2003
12042,Análise de Crédito
12043,Registro de Candidatura %u2013 DRAP
12044,Registro de Candidatura - DRAP Partido/Coligação
12045,Prestação de Contas
12046,Prestação de Contas - De Candidato
12047,Prestação de Contas - De Comitê Financeiro
12048,Prestação de Contas - De Exercício Financeiro
12049,Impugnação
12050,Impugnação - Identidade de Eleitor Admitido a Votar
12051,Impugnação - Inscrição Eleitoral
12052,Impugnação - Nomeação de Membro da Junta Eleitoral
12053,Impugnação - Nomeação de Membro da Mesa Receptora
12054,Impugnação - Sistema Eletrônico de Votação
12055,Impugnação - Transferência de Domicílio Eleitoral
12056,Impugnação - Voto por Cédula
12062,Captação ou Gasto Ilícito de Recursos Financeiros de Campanha Eleitoral
12063,Conduta Vedada ao Agente Público
12064,Meios Processuais
12069,Prestação de Contas - de Partido Político
12090,Perda ou Modificação de Guarda
12091,Feminicídio
12130,Homicídio Agravado pela Prática de  Extermínio de Seres Humanos
12131,Homicídio Agravado pelo Extermínio de Seres Humanos
12152,Revisão de Tutela Antecipada
12155,Suspensão do Poder Familiar
12156,Extinção do Poder Familiar
12157,Internação Provisória
12158,Registro de Ocorrência pela PM
12159,Registro de Ocorrência pela PM
12160,Requerimento de Reintegração de Posse
12161,Requerimento de Apreensão de Veículo
12162,Cremação/Traslado
12194,Contra a Mulher
12195,Contra pessoas não identificadas como mulher
12196,Contra a mulher
12197,Contra pessoas não identificadas como mulher
12216,Seguro-defeso ao pescado artesanal profissional
12217,Terrorismo
12218,Atos de Terrorismo
12219,Organização Terrorista
12220,Preparação de ato terrorista
12221,Manutenção ou financiamento do terrorismo
12222,Fornecimento de medicamentos
12223,Tratamento médico-hospitalar
12224,Unidade de terapia intensiva (UTI) ou Unidade de cuidados intensivos (UCI)
12225,Reajuste contratual
12235,Tutela
12236,Nomeação
12237,Dispensa
12238,Remoção
12239,Remoção
12240,Levantamento
12241,Curatela
12242,Levantamento
12243,Remoção
12244,Dispensa
12245,Nomeação
12333,Crimes previstos na Lei da Organização Criminosa
12334,"Promoção, constituição, financiamento ou integração de Organização Criminosa"
12335,Crimes ocorridos na investigação da prova
12336,"Revelação de identidade, fotografia ou filmagem do colaborador"
12337,Imputação falsa de prática de infração penal ou revelação inverídica sobre estrutura de organização criminal
12338,Descumprimento de determinação de sigilo
12339,"Recusa ou omissão de dados cadastrais, registros, documentos e informações"
12340,Provocação de tumulto ou conduta inconveniente
12341,Apadrinhamento de Criança ou Adolescente
12342,"Crimes cometidos contra autoridade ou agente descrito nos arts. 142 e 143 da Constituição Federal, integrantes do sistema prisional e da Força Nacional de Segurança Pública"
12343,"Fabrico, comércio ou detenção de arma branca ou munição"
12344,Porte de arma (branca)
12345,Vias de fato
12346,Omissão de cautela na guarda ou condução de animal
12347,Perturbação do trabalho ou do sossego alheios
12348,Simulação de Qualidade de Funcionário
12349,Uso ilegítimo de uniforme ou distintivo
12350,Jogo de azar
12351,Loteria não autorizada
12352,Jogo do bicho
12353,Servir bebidas alcóolicas a vulneráveis
12354,Perturbação da tranquilidade
12355,Omissão de comunicação de crime
12356,Recusa de dados sobre a própria identificação ou qualificação
12358,Feminicídio
12360,Matéria Administrativa
12361,Proposta de Alteração de Resolução
12362,Autorização de Divulgação de Publicidade Institucional
12363,Cancelamento de Registro de Candidatura
12364,Debate Eleitoral
12365,Enquete
12366,Execução - Cumprimento de Sentença
12367,Fundo Partidário
12368,Registro de Partido Político
12378,"Aposentadoria compulsória (art. 42, V, Lei Complementar 35/1979)"
12379,Remoção Compulsória
12380,Aposentadoria Compulsória
12381,Remoção Compulsória
12382,Fusão de Partidos Políticos
12383,Perda por crime contra titular do mesmo poder ou descendente (L. 13.715/2018)
12384,Importunação Sexual
12385,"Divulgação de cena de estupro, sexo ou pornografia"
12392,Inelegibilidade - Renúncia a cargo político na pendência de representação ou petição que possa levar a outra causa de inelegibilidade
12393,Inelegibilidade - Exclusão do exercício de profissão
12395,Inelegibilidade - Aposentadoria Compulsória ou PAD (magistrados e membros do MP)
12396,Inelegibilidade - Demissão do serviço público
12397,Importunação Sexual
12398,"Divulgação de cena de estupro, sexo ou pornografia"
12399,Híbrida (Art. 48/106)
12400,Nulidade - Ausência de publicidade de decisão
12401,Nulidade - Ausência de Fundamentação de Decisão
12402,Nulidade - Impedimento
12403,Nulidade - Suspeição
12404,Nulidade - Ausência de Nome das Partes
12405,Nulidade - Ausência de Identificação de Advogado ou de Sociedade de Advogados
12406,Nulidade - Ausência de Intimação do Ministério Público
12407,Nulidade - Citação Sem Observância das Prescrições Legais
12408,Nulidade - Intimação Sem Observância das Prescrições Legais
12409,"Nulidade - Título Extrajudicial Não Correspondente a Obrigação Certa, Líquida e Exigível"
12410,Nulidade - Intimação Sem Observância das Prescrições Legais
12411,"Nulidade - Título Extrajudicial Não Correspondente a Obrigação Certa, Líquida e Exigível "
12412,Nulidade - Ausência de Citação do Executado
12413,Nulidade - Execução Instaurada Antes de Condição ou Termo
12414,Ausência de Legitimidade para a Causa
12415,"Poderes, Deveres e Responsabilidades do Juiz"
12416,Tutela de Urgência
12417,Tutela de Evidência
12418,Revisão de Tutela Antecipada Antecedente
12419,Provas em geral
12420,Tempestividade
12426,Proposta de Nova Resolução
12460,Corregedoria Eleitoral
12461,Correição ordinária
12462,Correição extraordinária
12463,Providência
12467,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO"
12468,Brumadinho
12469,Boate Kiss
12470,Mariana
12471,Unaí
12480,DIREITO DA SAÚDE
12481,Pública
12482,Suplementar
12483,Internação/Transferência Hospitalar
12484,Fornecimento de medicamentos
12485,Fornecimento de insumos
12486,Planos de saúde
12487,Fornecimento de medicamentos
12488,Reajuste contratual
12489,Tratamento médico-hospitalar
12490,Fornecimento de insumos
12491,Tratamento médico-hospitalar
12492,Registrado na ANVISA
12493,Sem registro na ANVISA
12494,Padronizado
12495,Não padronizado
12496,Oncológico
12497,Curativos/Bandagem
12498,Cadeira de rodas / cadeira de banho / cama hospitalar
12499,Fraldas
12500,Consulta
12501,Cirurgia
12502,Eletiva
12503,Urgência
12504,Diálise/Hemodiálise
12505,Leito de enfermaria / leito oncológico
12506,Unidade de terapia intensiva (UTI) / unidade de cuidados intensivos (UCI)
12507,Mental
12508,Internação compulsória
12509,Internação involuntária
12510,Internação voluntária
12511,Sistema Único de Saúde (SUS)
12512,Convênio médico com o SUS
12513,Financiamento do SUS
12514,Reajuste da tabela do SUS
12515,Repasse de verbas do SUS
12516,Ressarcimento do SUS
12517,Terceirização do SUS
12518,Controle Social e Conselhos de Saúde
12519,Vigilância Sanitária e Epidemológica
12520,Genética / Células Tronco
12521,"Doação e transplante de órgãos, tecidos ou partes"
12542,Real
12543,Preconceituosa
12544,Simples
12545,Simples
12546,Real
12547,Preconceituosa
12563,Alistamento Eleitoral - Estrangeiro
12564,Alistamento Eleitoral - Fraude
12565,Coincidência Biométrica
12566,Ausência ou Abandono aos Trabalhos Eleitorais
12567,Pedido de Dispensa de Convocação para Trabalhos Eleitorais
12568,Pedido de Dispensa de Convocação para Trabalhos Eleitorais
12569,Dados Pessoais
12570,Perda
12571,Pluralidade de Inscrições
12572,Regularização da Base de Perda e Suspensão (BPSDP)
12573,Regularização de Histórico
12574,Regularização da Base de Perda e Suspensão (BPSDP)
12575,Regularização de Histórico
12576,Regularização de Histórico - Exclusão de Códigos de ASE
12577,"Regularização de Histórico - Retificação de Data de Ocorrência, Motivo/Forma, Complemento e Situação"
12578,Regularização de Histórico - Lançamento de Códigos de ASE
12579,Regularização de Histórico - Retificação de Dados Pessoais
12580,Regularização de Histórico - Cancelamento por Equívoco
12581,Reversão de Operação
12582,Reversão de Operação - Revisão Equivocada
12583,Reversão de Operação - Transferência Equivocada
12584,Revogação
12585,Reversão de Desfiliação
12586,Filiação Partidária - Lista Especial
12587,Inspeção das Rotinas Administrativas
12588,Crimes Conexos
12589,Apuração de Irregularidade no Serviço Público
12590,Apuração de Irregularidade na Conduta Funcional
12591,Assegurar Conhecimento de Informações Relativas à Pessoa do Impetrante
12592,Direito Líquido e Certo
12593,Impugnação de Ato Judicial
12594,Inviabilidade do Exercício dos Direitos e Liberdades Constitucionais
12595,"Inviabilidade do Exercício das Prerrogativas Inerentes à Nacionalidade, à Soberania e à Cidadania"
12596,Retificação de Dados
12597,Percentual de Gênero - Candidatura Fictícia
12598,Requerimento de Regularização da Situação de Inadimplência de Prestação de Contas
12599,Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais
12600,Candidato Eleito
12601,Candidato Não-Eleito
12602,Prestação de Contas - de Partido Político
12603,Revisão de Eleitorado
12604,Revisão de Eleitorado - Cadastramento Biométrico
12605,Revisão de Eleitorado - Depuração de Cadastro
12612,COVID-19
12620,Migrantes e Refugiados
12634,Apropriação Indébita Eleitoral
12635,Propaganda Política - Propaganda Eleitoral - Divulgação de Notícia  Sabidamente Falsa
12636,Propaganda Política - Propaganda Eleitoral - Telemarketing
12637,Propaganda Política - Propaganda Eleitoral - Redes Sociais
12638,Propaganda Política - Propaganda Eleitoral - Impulsionamento
12639,Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea
12640,Arquivamento de Procedimento Investigatório Criminal - PIC-MP
12641,Reversão de Operação - Segunda Via
12642,Processamento de Recurso Contra Expedição de Diploma
12643,Processamento de Lista Tríplice
12644,Requerimentos Relativos ao Horário Eleitoral Gratuito
12645,Autos Suplementares
12725,Regularização de Contas Eleitorais
12726,Regularização de Contas Anuais
12730,Acordo de Não Persecução Penal
12731,Transação Penal
12732,Suspensão Condicional de Processo
12734,DIREITO ASSISTENCIAL
12754,Auxílio Emergencial (Lei 13.982/2020)
12755,Direito Coletivo
12756,Interesses ou Direitos Difusos
12757,Interesses ou Direitos Coletivos em Sentido Estrito
12758,Interesses ou Direitos Individuais Homogêneos
12770,Obras Públicas
12771,Reconhecimento de Paternidade/Maternidade Socioafetiva
12772,"Anúncio de Processo, Substância ou Objeto Destinado a Provocar Aborto "
12773,Internação Não Autorizada em Estabelecimento Psiquiátrico
12774,Custódia de Doente Mental Sem Autorização do Responsável
12775,DREITO À EDUCAÇÃO
12793,EDUCAÇÃO BÁSICA
12794,PERMANÊNCIA
12795,ACESSO
12796,EDUCAÇÃO ESPECIAL
12797,QUALIDADE
12798,AVALIAÇÃO E CONTROLE
12799,GESTÃO 
12800,VALORIZAÇÃO DO MAGISTÉRIO E DOS PROFISSIONAIS DA EDUCAÇÃO
12801,FINANCIAMENTO
12802,PLANOS DECENAIS
12803,VAGA
12804,PROCESSO SELETIVO
12805,ACESSO SEM CONCLUSÃO DO ENSINO MÉDIO
12806,CONVALIDAÇÃO DE ESTUDOS E RECONHECIMENTO DE DIPLOMA
12807,TRANSFERÊNCIA DISCENTE
12808,TAXA DE INSCRIÇÃO
12809,COTA PARA INGRESSO - AÇÕES AFIRMATIVAS
12810,ITINERÁRIOS FORMATIVOS
12811,AUTORIZAÇÃO E RECONHECIMENTO DE CURSOS
12812,CREDENCIAMENTO E RECREDENCIAMENTO 
12813,ENADE
12814,AUTORIZAÇÃO DE FUNCIONAMENTO/FISCALIZAÇÃO DE ESTABELECIMENTOS DE ENSINO
12815,ENSINO MÉDIO REGULAR
12816,EDUCAÇÃO FUNDAMENTAL REGULAR - ANOS FINAIS
12817,EDUCAÇÃO FUNDAMENTAL REGULAR - ANOS INICIAIS
12818,EDUCAÇÃO INFANTIL - CRECHE
12819,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA
12820,EJA - ENSINO MÉDIO
12821,EJA - ENSINO FUNDAMENTAL - ANOS INICIAIS
12822,EJA - ENSINO FUNDAMENTAL - ANOS FINAIS
12823,SISTEMA SOCIOEDUCATIVO
12824,ÍNDIGENAS
12825,QUILOMBOLAS
12826,ENSINO NOTURNO
12827,PROFISSIONAIS DE APOIO
12828,SALA DE RECURSOS MULTIFUNCIONAIS
12829,INSTITUCIONALIZAÇÃO PEDAGÓGICA DO ATENDIMENTO EDUCACIONAL ESPECIALIZADO
12830,ACESSIBILIDADE FÍSICA
12831,"MATERIAL DIDÁTICO ESPECIALIZADO,  TECNOLOGIAS ASSISTIVAS E SUPORTE"
12832,EDUCAÇÃO SUPERIOR
12833,"GRADUAÇÃO (BACHARELADO, LICENCIATURA, PROFISSIONAL TECNOLÓGICA)"
12834,PÓS-GRADUAÇÃO
12835,ENSINO À DISTÂNCIA
12836,Assunto complementar de uso obrigatório em demandas educacionais referentes a EAD
12837,DESPESAS
12838,MANUTENÇÃO E DESENVOLVIMENTO DO ENSINO
12839,ESTATUTOS E REGIMENTOS - REGRAS DE CONVIVÊNCIA E SANÇÕES DISCIPLINARES
12840,AUTONOMIA DA INSTITUIÇÃO DE ENSINO
12841,MENSALIDADES
12842,EXPEDIÇÃO DE DIPLOMAS E OMISSÃO NA ENTREGA DAS NOTAS
12843,PROGRAMAS DE BOLSAS E FINANCIAMENTO ESTUDANTIL COM RECURSOS PÚBLICOS
12844,FIES
12845,PROUNI
12846,OUTROS
12847,COTA PARA INGRESSO - AÇÕES AFIRMATIVAS
12848,EVASÃO E ABANDONO
12849,"PROGRAMAS DE ASSISTÊNCIA ESTUDANTIL - ALIMENTAÇÃO, MORADIA, CRECHE, TRANSPORTE"
12850,PLANO MUNICIPAL DE EDUCAÇÃO
12851,PROCESSO DE ELABORAÇÃO
12852,DISTORÇÃO DE SÉRIE/IDADE
12853,EXAMES DE CERTIFICAÇÃO - DIPLOMA
12854,INFREQUÊNCIA ESCOLAR
12855,TRANSPORTE
12856,MATERIAL DIDÁTICO
12857,"BULLYING, VIOLÊNCIA E DISCRIMINAÇÃO"
12858,FORMAÇÃO TÉCNICA PROFISSIONAL
12859,PERÍODO INTEGRAL
12860,QUANTIDADE DE ALUNOS POR SALA
12861,RELAÇÕES ÉTNICO-RACIAIS
12862,ALIMENTAÇÃO ESCOLAR
12863,REGIME HOSPITALAR OU DOMICILIAR DURANTE PERÍODO DE INTERNAÇÃO
12864,INFRAESTRUTURA
12865,ESTUDOS DE RECUPERAÇÃO
12866,JORNADA DE TRABALHO
12867,CARGA HORÁRIA DE AULAS/PROCESSO DE ATRIBUIÇÃO DE AULAS E CLASSES
12868,ABSENTEÍSMO DOCENTE
12869,LICENÇAS
12870,FALTAS 
12871,LICENÇA SAÚDE
12872,OUTRAS LICENÇAS
12873,FALTAS JUSTIFICADAS
12874,FALTAS NÃO JUSTIFICADAS
12875,APOSENTADORIA ESPECIAL
12876,ESPÉCIES DE VÍNCULO DE TRABALHO
12877,CONTRATO TEMPORÁRIO
12878,ESTATUTÁRIO
12879,ENSINO À DISTÂNCIA
12880,CERTIFICAÇÃO
12881,PLANO DE CARREIRA
12882,PROGRESSÃO
12883,CERTIFICAÇÃO
12884,CONCURSO DE INGRESSO
12885,REMUNERAÇÃO
12886,CONTINUADA
12887,PISO SALARIAL
12888,GREVE
12889,CONTRATO TEMPORÁRIO
12890,OUTROS
12891,FORMAÇÃO 
12892,CONTINUADA
12893,AUSÊNCIA DE VAGA
12894,CORTE ETÁRIO
12895,ACESSO PRÓXIMO DO DOMICÍLIO
12896,MATRÍCULA DE IRMÃOS NA MESMA ESCOLA
12897,PRIORIDADE DE MATRÍCULA PARA ALUNOS COM DEFICIÊNCIA
12898,IDADE PARA MATRÍCULA
12899,VESTIBULAR
12900,ACESSIBILIDADE 
12901,OUTROS
12902,EXAMES OFICIAIS PARA INGRESSO - ENEM
12903,ACESSIBILIDADE 
12904,OUTROS
12905,OUTROS
12906,ACESSIBILIDADE 
12907,OUTROS
12908,MILITAR
12909,OUTRAS
12910,FORMAÇÃO TÉCNICA E PROFISSIONAL
12911,Intinerários Formativos do Ensino Médio
12912,Taxa de Inscrição
12913,Taxa de Inscrição
12914,Taxa de Inscrição
12915,Sistema Prisional
12916,Plano Estadual de Educação
12917,Plano Nacional de Educação
12918,Processo de Elaboração
12919,Processo de Elaboração
